LAT;;;;;20.4737;20.4737;20.4737;20.4737
LON;;;;;106.023;106.023;106.023;106.023
ASL;;;;;4.00000;4.00000;4.00000;4.00000
CITY;;;;;Hà Nội;Hà Nội;Hà Nội;Hà Nội
DOMAIN;;;;;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation (high resolution);Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;7;7;7;7

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2020;03;08;19;00;28.02;0.00;18.34;136.59
2020;03;08;20;00;26.20;0.00;9.73;141.01
2020;03;08;21;00;25.14;0.00;9.45;139.64
2020;03;08;22;00;24.42;0.00;7.99;144.16
2020;03;08;23;00;23.99;0.00;5.99;147.26
2020;03;09;00;00;23.56;0.00;5.00;149.74
2020;03;09;01;00;22.89;0.00;3.89;146.31
2020;03;09;02;00;22.25;0.00;2.81;129.81
2020;03;09;03;00;21.92;0.00;2.28;108.43
2020;03;09;04;00;21.40;0.00;1.94;111.80
2020;03;09;05;00;20.96;0.00;2.55;98.13
2020;03;09;06;00;20.58;0.00;2.90;97.13
2020;03;09;07;00;21.31;0.00;2.88;90.00
2020;03;09;08;00;25.38;0.00;2.60;213.69
2020;03;09;09;00;28.92;0.00;4.21;199.98
2020;03;09;10;00;32.09;0.00;4.80;192.99
2020;03;09;11;00;34.84;0.00;5.59;194.93
2020;03;09;12;00;36.96;0.00;7.59;211.43
2020;03;09;13;00;37.99;0.00;9.22;231.34
2020;03;09;14;00;38.44;0.00;9.39;237.53
2020;03;09;15;00;38.47;0.00;7.99;234.16
2020;03;09;16;00;38.09;0.00;6.61;209.36
2020;03;09;17;00;37.05;0.00;7.73;152.24
2020;03;09;18;00;33.13;0.00;11.79;121.26
2020;03;09;19;00;30.05;0.00;13.22;119.36
2020;03;09;20;00;27.73;0.00;7.63;109.29
2020;03;09;21;00;26.58;0.00;6.92;98.97
2020;03;09;22;00;25.54;0.00;6.48;90.00
2020;03;09;23;00;24.82;0.00;6.99;78.11
2020;03;10;00;00;24.08;0.00;7.42;67.17
2020;03;10;01;00;23.32;0.00;8.05;63.43
2020;03;10;02;00;22.45;0.00;8.70;65.56
2020;03;10;03;00;22.38;0.00;8.53;62.35
2020;03;10;04;00;22.35;0.00;7.79;56.31
2020;03;10;05;00;22.32;0.00;7.13;45.00
2020;03;10;06;00;22.56;0.00;7.10;30.47
2020;03;10;07;00;22.90;0.00;9.00;16.26
2020;03;10;08;00;23.72;0.60;19.13;19.80
2020;03;10;09;00;23.86;0.40;18.78;12.17
2020;03;10;10;00;24.04;0.00;18.53;7.82
2020;03;10;11;00;24.60;0.00;19.52;5.29
2020;03;10;12;00;24.58;0.00;20.55;3.01
2020;03;10;13;00;24.79;0.00;21.60;0.95
2020;03;10;14;00;24.56;0.00;21.24;360.00
2020;03;10;15;00;24.46;0.00;19.45;357.88
2020;03;10;16;00;24.45;0.00;16.92;358.78
2020;03;10;17;00;24.22;0.00;14.04;360.00
2020;03;10;18;00;23.56;0.00;10.54;352.15
2020;03;10;19;00;23.00;0.00;9.03;336.50
2020;03;10;20;00;22.59;0.00;9.39;327.53
2020;03;10;21;00;22.16;0.00;9.50;322.70
2020;03;10;22;00;21.74;0.00;9.45;319.64
2020;03;10;23;00;21.38;0.00;9.50;322.70
